sample,filepath,comment,O_pct,O_ppm,O_err,Mg_pct,Mg_ppm,Mg_err,Al_pct,Al_ppm,Al_err,Si_pct,Si_ppm,Si_err,P_pct,P_ppm,P_err,S_pct,S_ppm,S_err,K_pct,K_ppm,K_err,Ca_pct,Ca_ppm,Ca_err,Ti_pct,Ti_ppm,Ti_err,Mn_pct,Mn_ppm,Mn_err,Fe_pct,Fe_ppm,Fe_err,Ni_pct,Ni_ppm,Ni_err,Cu_pct,Cu_ppm,Cu_err,Zn_pct,Zn_ppm,Zn_err,Ga_pct,Ga_ppm,Ga_err,Rb_pct,Rb_ppm,Rb_err,Sr_pct,Sr_ppm,Sr_err,Y_pct,Y_ppm,Y_err,Zr_pct,Zr_ppm,Zr_err,Nb_pct,Nb_ppm,Nb_err,Ba_pct,Ba_ppm,Ba_err,Pb_pct,Pb_ppm,Pb_err,As_pct,As_ppm,As_err,Rh_pct,Rh_ppm,Rh_err,Sn_pct,Sn_ppm,Sn_err,Te_pct,Te_ppm,Te_err,Cl_pct,Cl_ppm,Cl_err,Mo_pct,Mo_ppm,Mo_err,Ag_pct,Ag_ppm,Ag_err,I_pct,I_ppm,I_err,La_pct,La_ppm,La_err,Ce_pct,Ce_ppm,Ce_err,Er_pct,Er_ppm,Er_err,Yb_pct,Yb_ppm,Yb_err,Ta_pct,Ta_ppm,Ta_err,Th_pct,Th_ppm,Th_err,U_pct,U_ppm,U_err,Ge_pct,Ge_ppm,Ge_err,Se_pct,Se_ppm,Se_err,W_pct,W_ppm,W_err,Gd_pct,Gd_ppm,Gd_err,Hf_pct,Hf_ppm,Hf_err,Sb_pct,Sb_ppm,Sb_err,Cd_pct,Cd_ppm,Cd_err,Re_pct,Re_ppm,Re_err,Br_pct,Br_ppm,Br_err,V_pct,V_ppm,V_err,Cr_pct,Cr_ppm,Cr_err,Cs_pct,Cs_ppm,Cs_err,In_pct,In_ppm,In_err,Co_pct,Co_ppm,Co_err,Bi_pct,Bi_ppm,Bi_err,Na_pct,Na_ppm,Na_err,Ir_pct,Ir_ppm,Ir_err,Pd_pct,Pd_ppm,Pd_err,Au_pct,Au_ppm,Au_err,Ru_pct,Ru_ppm,Ru_err,Os_pct,Os_ppm,Os_err,Tm_pct,Tm_ppm,Tm_err
kaolinite-pellet_PBP02_C,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP02_C.prf,kaolinite-pellet_15-July_PBP02_C,48.514,485140.0,0.065,0.356,3560.0,0.075,20.975,209750.0,0.063,24.779,247790.0,0.047,0.067,670.0,0.002,0.068,680.0,0.001,4.244,42440.0,0.064,,,,0.0283,283.0,0.0028,0.008,80.0,0.0006,0.63,6300.0,0.002,0.0012,12.0,0.0001,0.0063,63.0,0.0002,0.0033,33.0,0.0001,0.0155,155.0,0.0002,0.0475,475.0,0.0002,0.0258,258.0,0.0002,0.0018,18.0,0.0002,0.0048,48.0,0.0002,0.0041,41.0,0.0002,0.0195,195.0,0.0026,0.178,1780.0,0.001,,,,,,,0.0029,29.0,0.0005,,,,,,,0.0011,11.0,0.0002,,,,,,,,,,,,,,,,,,,,,,0.0036,36.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128,128.0,0.0019,,,,,,,,,,,,,0.002,20.0,0.0005,,,,,,,,,,,,,,,
kaolinite-pellet_15-July_PBP01_C,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_15-July_PBP01_C.prf,kaolinite-pellet_15-July_PBP01_C,48.626,486260.0,0.064,0.449,4490.0,0.073,21.05,210500.0,0.062,24.833,248329.99999999997,0.047,0.067,670.0,0.002,0.052,520.0,0.001,4.136,41360.0,0.063,,,,0.0211,211.0,0.0026,0.0083,83.0,0.0005,0.602,6020.0,0.002,0.0008,8.0,0.0001,0.0051,51.0,0.0001,0.0026,26.0,0.0001,0.0159,159.0,0.0002,0.0458,458.0,0.0002,0.0238,238.0,0.0002,0.0017,17.0,0.0002,0.0046,46.0,0.0002,0.0033,33.0,0.0002,0.01,100.0,0.0024,0.0367,367.0,0.0005,0.0007,7.0,0.0002,,,,0.0023,23.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026,26.0,0.0003,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP07_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP07_A.prf,kaolinite-pellet_17-July_PBP07_A,49.7,497000.0,0.064,0.382,3820.0,0.071,16.035,160350.0,0.06,29.977,299770.0,0.051,0.054,540.0,0.002,0.049,490.0,0.0013,3.19,31900.0,0.061,,,,0.0186,186.0,0.0026,0.0053,53.0,0.0005,0.467,4670.0,0.002,0.0006,6.0,0.0001,0.0042,42.0,0.0001,0.0022,22.0,0.0001,0.0122,122.0,0.0002,0.0349,349.0,0.0002,0.0185,185.0,0.0002,0.001,10.0,0.0002,0.0046,46.0,0.0002,0.0029,29.0,0.0002,0.017,170.0,0.0024,0.019,190.0,0.0004,0.0006,6.0,0.0001,,,,0.0034,34.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_11-July_PBP05_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_11-July_PBP05_A.prf,11-July_PBP05_A,48.699,486990.0,0.18,0.292,2920.0,0.081,21.019,210189.99999999997,0.096,25.018,250180.0,0.096,0.072,720.0,0.003,0.056,560.0,0.001,4.122,41220.0,0.067,,,,,,,,,,0.626,6260.0,0.003,,,,0.0056,56.0,0.0002,0.0026,26.0,0.0001,0.0161,161.0,0.0002,0.0466,466.0,0.0003,0.0248,248.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP03_B,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP03_B.prf,kaolinite-pellet_15-July_PBP03_B,48.51,485100.0,0.064,0.444,4440.0,0.072,20.873,208730.0,0.063,24.795,247950.00000000003,0.047,0.068,680.0,0.002,0.089,890.0,0.002,4.107,41070.0,0.063,,,,0.0361,361.0,0.0027,0.0061,61.0,0.0005,0.6,6000.0,0.002,0.0015,15.0,0.0001,0.0053,53.0,0.0002,0.0036,36.0,0.0001,0.0162,162.0,0.0002,0.0474,474.0,0.0002,0.0252,252.0,0.0002,0.0016,16.0,0.0002,0.0051,51.0,0.0002,0.0039,39.0,0.0002,0.0254,254.0,0.0026,0.302,3020.0,0.001,0.0023,23.0,0.0004,,,,0.0026,26.0,0.0005,,,,,,,0.0006,6.0,0.0002,,,,,,,0.0228,228.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039,39.0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,28.0,0.0004,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP03_C,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP03_C.prf,kaolinite-pellet_15-July_PBP03_C,48.509,485090.0,0.063,0.406,4060.0000000000005,0.072,20.998,209980.0,0.062,24.749,247490.0,0.046,0.069,690.0000000000001,0.002,0.071,709.9999999999999,0.002,4.12,41200.0,0.061,,,,0.0217,217.0,0.0026,0.0079,79.0,0.0005,0.601,6010.0,0.002,0.0012,12.0,0.0001,0.0051,51.0,0.0001,0.0028,28.0,0.0001,0.0156,156.0,0.0002,0.0465,465.0,0.0002,0.0245,245.0,0.0002,0.0011,11.0,0.0002,0.0049,49.0,0.0002,0.0035,35.0,0.0002,0.0177,177.0,0.0025,0.306,3060.0,0.001,0.0026,26.0,0.0004,,,,0.0031,31.0,0.0005,0.0052,52.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019,19.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029,29.0,0.0004,,,,,,,0.0009,9.0,0.0002,,,,,,,,,,,,
kaolinite-pellet_PBP01_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP01_A.prf,kaolinite-pellet_15-July_PBP01_A,48.617,486170.0,0.065,0.319,3190.0,0.074,21.076,210760.0,0.063,24.849,248490.0,0.047,0.065,650.0,0.002,0.063,630.0,0.001,4.178,41780.0,0.065,,,,0.0211,211.0,0.0028,0.0077,77.0,0.0006,0.627,6270.0,0.002,0.0011,11.0,0.0001,0.0054,54.0,0.0002,0.0028,28.0,0.0001,0.0161,161.0,0.0002,0.0486,486.0,0.0002,0.0259,259.0,0.0002,0.0018,18.0,0.0002,0.0052,52.0,0.0002,0.0041,41.0,0.0002,,,,0.0392,392.0,0.0005,,,,,,,0.0029,29.0,0.0005,0.0043,43.0,0.001,,,,,,,,,,0.0056,56.0,0.0012,,,,,,,,,,,,,,,,0.003,30.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,84.0,0.0019,,,,,,,0.0026,26.0,0.0003,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP03_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP03_A.prf,kaolinite-pellet_15-July_PBP03_A,48.446,484460.0,0.066,0.442,4420.0,0.077,20.699,206990.00000000003,0.063,24.856,248560.00000000003,0.048,0.067,670.0,0.002,0.077,770.0,0.002,4.319,43190.0,0.064,,,,0.0246,246.0,0.0028,0.0074,74.0,0.0006,0.628,6280.0,0.002,0.0014,14.0,0.0001,0.0054,54.0,0.0002,0.0033,33.0,0.0001,0.016,160.0,0.0002,0.0496,496.0,0.0002,0.0257,257.0,0.0002,0.0016,16.0,0.0002,0.0051,51.0,0.0002,0.0037,37.0,0.0002,,,,0.314,3140.0,0.001,,,,,,,0.0028,28.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,25.0,0.0008,,,,,,,,,,0.0031,31.0,0.0004,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP01_B,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP01_B.prf,kaolinite-pellet_15-July_PBP01_B,48.599,485989.99999999994,0.055,,,,21.025,210250.0,0.061,25.025,250250.0,0.044,0.065,650.0,0.002,0.053,530.0,0.001,4.38,43800.0,0.067,,,,0.024,240.0,0.0029,0.0077,77.0,0.0006,0.648,6480.0,0.002,0.0012,12.0,0.0001,0.0058,58.0,0.0002,0.0025,25.0,0.0001,0.017,170.0,0.0002,0.0495,495.0,0.0002,0.0262,262.0,0.0002,0.0017,17.0,0.0002,0.005,50.0,0.0002,0.0039,39.0,0.0002,,,,0.0386,386.0,0.0005,0.0009,9.0,0.0002,,,,0.0036,36.0,0.0005,,,,,,,0.0007,7.0,0.0002,,,,,,,,,,,,,,,,,,,,,,0.0018,18.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128,128.0,0.0019,,,,,,,0.0028,28.0,0.0003,,,,,,,,,,,,,,,,,,,,,
PBP_05A04A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/penny-attenuation/PBP_05A04A.prf,11-July_PBP_05A04A,48.651,486510.00000000006,0.059,,,,21.118,211180.0,0.065,25.026,250260.0,0.047,0.068,680.0,0.003,0.054,540.0,0.001,4.315,43150.00000000001,0.075,,,,,,,,,,0.66,6600.0,0.002,,,,0.0061,61.0,0.0002,0.0027,27.0,0.0001,0.0173,173.0,0.0002,0.053,530.0,0.0,0.0289,289.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-July_PBP05_AX,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/penny-attenuation/11-July_PBP05_AX.prf,11-July_PBP05_AX,48.653,486530.0,0.177,,,,26.642,266420.0,0.102,50.507,505070.0,0.102,0.213,2130.0,0.008,0.387,3870.0,0.009,52.832,528320.0,0.068,,,,,,,0.158,1580.0,0.015,13.255,132550.0,0.034,,,,0.093,930.0,0.017,0.081,810.0,0.017,0.314,3140.0,0.018,0.049,490.0,0.0003,0.0265,265.0,0.0002,,,,,,,0.0038,38.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-July_PB04_ABX,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/penny-attenuation/11-July_PB04_ABX.prf,11-July_PBP04_ABX,48.652,486520.0,0.07,0.307,3070.0,0.08,20.743,207430.0,0.067,25.117,251170.0,0.051,0.068,680.0,0.003,0.07,700.0000000000001,0.001,4.262,42619.99999999999,0.072,,,,0.0301,301.0,0.0032,0.007,70.0,0.0006,0.637,6370.0,0.002,,,,0.0059,59.0,0.0002,0.0029,29.0,0.0001,0.0161,161.0,0.0002,0.05,500.0,0.0,0.0272,272.0,0.0002,,,,,,,0.0043,43.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1694.prf,1694_bkB,43.138,431380.0,0.146,2.187,21870.0,0.276,6.747,67470.0,0.104,23.192,231920.0,0.1,0.111,1110.0,0.009,0.294,2940.0,0.004,7.503,75030.0,0.109,6.826,68260.0,0.053,0.83,8300.0,0.014,0.191,1910.0,0.003,8.533,85330.0,0.032,0.0039,39.0,0.0005,0.0121,121.0,0.0005,0.0303,303.0,0.0006,0.0056,56.0,0.0003,0.0235,235.0,0.0005,0.114,1140.0,0.001,0.0051,51.0,0.0005,0.05,500.0,0.001,0.0022,22.0,0.0005,0.159,1590.0,0.009,0.0094,94.0,0.0011,0.0016,16.0,0.0004,,,,0.0068,68.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244,244.0,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1680.prf,1680_bkB,45.219,452190.0,0.152,1.348,13480.0,0.265,8.122,81220.0,0.114,26.6,266000.0,0.112,0.028,280.0,0.0066,0.092,920.0,0.003,6.341,63410.0,0.113,3.252,32519.999999999996,0.039,0.99,9900.0,0.015,0.106,1060.0,0.003,7.462,74620.0,0.028,0.0035,35.0,0.0005,0.0045,45.0,0.0004,0.0223,223.0,0.0005,0.0052,52.0,0.0003,0.0164,164.0,0.0005,0.101,1010.0000000000001,0.001,0.0058,58.0,0.0005,0.0397,397.0,0.0006,0.0025,25.0,0.0005,0.184,1840.0,0.008,0.0082,82.0,0.001,0.0011,11.0,0.0003,,,,0.0056,56.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0412,412.0,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL50,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL50.prf,JPL50_bkB.S,39.186,391860.0,0.16,2.346,23460.0,0.321,4.732,47320.0,0.097,16.834,168340.0,0.088,0.43,4300.0,0.012,0.386,3860.0,0.005,9.199,91990.0,0.159,16.999,169990.0,0.119,0.881,8810.0,0.024,0.48,4800.0,0.009,8.166,81660.0,0.041,0.0076,76.0,0.0009,0.0255,255.0,0.001,0.094,940.0,0.002,0.0051,51.0,0.0006,0.0204,204.0,0.0008,0.161,1610.0,0.001,0.0034,34.0,0.0008,0.0142,142.0,0.0011,0.0033,33.0,0.0007,,,,0.0242,242.0,0.002,0.0022,22.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH28,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH28.prf,XPAH28_bkB.S,42.249,422490.0,0.122,14.488,144880.0,0.221,2.944,29440.0,0.063,20.263,202630.00000000003,0.077,,,,0.311,3110.0,0.005,2.346,23460.0,0.068,9.615,96150.0,0.055,0.655,6550.0,0.012,0.108,1080.0,0.002,2.829,28290.0,0.011,0.0047,47.0,0.0004,0.422,4220.0,0.002,0.484,4840.0,0.002,,,,0.0116,116.0,0.0005,0.0364,364.0,0.0005,,,,0.0207,207.0,0.0006,0.0024,24.0,0.0004,0.178,1780.0,0.007,2.943,29430.0,0.01,,,,,,,0.0125,125.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,82.0,0.0014,,,,,,,0.0319,319.0,0.0005,,,,0.011,110.0,0.0018,,,,0.0087,87.0,0.0013,,,,,,,,,,,,,0.0036,36.0,0.0006,,,,,,,0.0138,138.0,0.0024,,,
1620_bkA.s,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1620_bkA.s.prf,Sample 1620 Ungrinded Sieved,43.781,437810.0,0.073,0.997,9970.0,0.118,7.8,78000.0,0.061,24.309,243090.0,0.056,0.121,1210.0,0.005,0.162,1620.0,0.002,8.192,81920.0,0.069,4.529,45290.0,0.027,1.184,11840.0,0.01,0.172,1719.9999999999998,0.002,8.481,84810.0,0.017,0.0071,71.0,0.0003,0.0097,97.0,0.0003,0.038,380.0,0.0004,0.0056,56.0,0.0002,0.0236,236.0,0.0003,0.0466,466.0,0.0003,0.0056,56.0,0.0003,0.0218,218.0,0.0003,0.0023,23.0,0.0003,0.0439,439.0,0.0033,0.0212,212.0,0.0008,0.0024,24.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,28.0,0.0006,,,,,,,0.0255,255.0,0.0039,0.0166,166.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1683.prf,1683_bkB,45.748,457480.0,0.134,1.209,12090.0,0.227,8.018,80180.0,0.097,27.965,279650.0,0.1,0.09,900.0,0.006,0.0362,362.0,0.0025,6.741,67410.0,0.106,2.953,29530.0,0.035,0.734,7340.0,0.012,0.108,1080.0,0.002,6.067,60670.0,0.021,0.0036,36.0,0.0004,0.0042,42.0,0.0003,0.0126,126.0,0.0003,0.004,40.0,0.0002,0.0295,295.0,0.0004,0.063,630.0,0.0,0.0049,49.0,0.0004,0.0335,335.0,0.0005,0.0025,25.0,0.0004,0.137,1370.0,0.007,0.0085,85.0,0.0008,,,,,,,0.0063,63.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228,228.0,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1696.prf,1696_bkB,44.204,442040.0,0.129,1.628,16279.999999999998,0.234,7.623,76230.0,0.095,25.384,253840.0,0.094,0.0367,367.0,0.0067,0.052,520.0,0.002,8.001,80010.0,0.099,3.437,34370.0,0.034,0.84,8400.0,0.011,0.117,1170.0,0.002,8.335,83350.00000000001,0.027,0.0047,47.0,0.0004,0.0062,62.0,0.0003,0.0208,208.0,0.0004,0.0043,43.0,0.0003,0.0311,311.0,0.0004,0.0452,452.0,0.0004,0.0057,57.0,0.0004,0.065,650.0,0.001,0.0031,31.0,0.0004,0.108,1080.0,0.007,0.0066,66.0,0.0008,0.0015,15.0,0.0002,0.0018,18.0,0.0005,0.0045,45.0,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0217,217.0,0.0047,0.0103,103.0,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1682.prf,1682_bkB,43.547,435469.99999999994,0.138,1.862,18620.0,0.262,7.297,72970.0,0.099,23.407,234070.0,0.095,0.111,1110.0,0.008,0.186,1860.0,0.004,6.386,63860.0,0.095,5.61,56100.0,0.044,1.028,10280.0,0.013,0.206,2060.0,0.003,9.971,99710.0,0.034,0.0046,46.0,0.0005,0.0135,135.0,0.0005,0.0289,289.0,0.0005,0.0048,48.0,0.0003,0.0204,204.0,0.0005,0.079,790.0,0.001,0.009,90.0,0.0005,0.068,680.0,0.001,0.0027,27.0,0.0004,0.092,920.0,0.008,0.0105,105.0,0.001,0.0013,13.0,0.0003,,,,0.0076,76.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085,85.0,0.0015,,,,,,,,,,0.0338,338.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026,26.0,0.0007,,,,,,
JPL95,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL95.prf,JPL95_bkB.S,41.143,411430.0,0.153,2.083,20830.000000000004,0.285,6.566,65660.0,0.098,19.226,192260.0,0.09,0.329,3290.0,0.01,0.325,3250.0,0.004,8.046,80460.0,0.157,10.535,105350.0,0.094,1.07,10700.0,0.023,0.321,3210.0,0.007,9.921,99210.0,0.044,0.0115,115.0,0.001,0.096,960.0,0.002,0.131,1310.0,0.002,0.0059,59.0,0.0006,0.0217,217.0,0.0008,0.112,1120.0,0.001,0.0054,54.0,0.0009,0.0237,237.0,0.001,,,,,,,0.0242,242.0,0.0022,0.0035,35.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590_B.S_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1590_B.S_2.prf,1590_B.S_2,42.783,427830.0,0.131,1.724,17240.0,0.257,7.914,79140.0,0.096,21.7,217000.0,0.086,0.208,2080.0,0.009,0.191,1910.0,0.003,6.021,60210.0,0.086,7.812,78120.0,0.049,1.033,10330.0,0.013,0.206,2060.0,0.003,9.316,93160.0,0.031,0.009,90.0,0.0005,0.139,1390.0000000000002,0.001,0.214,2140.0,0.001,0.0061,61.0,0.0003,0.0222,222.0,0.0004,0.083,830.0,0.001,0.0033,33.0,0.0004,0.0172,172.0,0.0005,0.0024,24.0,0.0004,0.065,650.0,0.005,0.0196,196.0,0.001,0.0031,31.0,0.0003,,,,0.0047,47.0,0.001,,,,0.431,4310.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0259,259.0,0.0004,0.0462,462.0,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1679.prf,1679_bkB,44.874,448740.0,0.123,1.437,14370.0,0.215,7.868,78680.0,0.089,26.059,260590.0,0.089,0.094,940.0,0.007,0.232,2320.0,0.003,6.968,69680.0,0.099,4.871,48710.00000000001,0.041,0.788,7880.0,0.011,0.136,1360.0,0.002,6.395,63949.99999999999,0.021,0.0034,34.0,0.0004,0.0059,59.0,0.0003,0.017,170.0,0.0004,0.0042,42.0,0.0002,0.0218,218.0,0.0004,0.0458,458.0,0.0004,0.0048,48.0,0.0004,0.0252,252.0,0.0005,0.0017,17.0,0.0004,0.135,1350.0,0.007,0.0113,113.0,0.0008,0.0016,16.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
